Channel_Centrine_IMGB,Count_CEN2,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05IdentifyPrimaryObjects,FileName_Centrine_IMGB,Frame_Centrine_IMGB,Group_Index,Group_Number,Height_Centrine_IMGB,ImageNumber,ImageSet_ImageSet,MD5Digest_Centrine_IMGB,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05IdentifyPrimaryObjects,PathName_Centrine_IMGB,ProcessingStatus,Scaling_Centrine_IMGB,Series_Centrine_IMGB,Threshold_FinalThreshold_CEN2,Threshold_OrigThreshold_CEN2,Threshold_SumOfEntropies_CEN2,Threshold_WeightedVariance_CEN2,URL_Centrine_IMGB,Width_Centrine_IMGB
-1,45.0,0,0,1.484375,0,0.109375,Cen2-GFP Disengagement Phase2-MAX_3D.png,0,1,1,178,1,eLu80El9jdFtS8MwEAfwrxLyvo0PCGOsGyNdoeDmcC1U35TSxq7QXkaSDf32Xq5OnYj4Khe4JJfff7Z4HXp2UsZ/Hd8IsVlBrZsO2ojnWRJMOLOugqbqNeAAoPliPkMJhgfBRnzvHCohk3dSMHS10bbWh7dQm1bsaoSrrKcTN1fXd8EPvkumsyMjSD/Sg2mUiXjxJJ8zTifGjumfvsVn9T9lKsmGpUlMKwFKfQQ33pDnaYx9vdpUAzK8jEGIZCpWm10p0/tsVQi5XEvxMRmFUvpHrXLlo7LH3n0PK+6sghYd8KcO99u9Ty9YL4vyNg4P0FJO58FR5vdEffGVKtlgQcC4Ivv8HSQAl4M=,99ba9b826cb489f1468ba0bf61452ccf,file:///F:/ENS_CILTEX/CAMC/Centrin2-GFP_Dataset_Result/Cen2-GFP%20Disengagement%20Phase2-MAX_3D.png,0,0,0,0,0,0,0,F:\ENS_CILTEX\CAMC\Centrin2-GFP_Dataset_Result,Done,255,0,0.00390636915159,0.00390636915159,-12.6791318655,0.0993073991175,file:///F:/ENS_CILTEX/CAMC/Centrin2-GFP_Dataset_Result/Cen2-GFP%20Disengagement%20Phase2-MAX_3D.png,155
